month,year,section,commodity,vessels_current,vessels_prev_year,traffic_tonnes_current,traffic_tonnes_prev_year,pct_variation_yoy
February,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,-100.0
February,2023,LOADED,POL PRODUCTS,10.0,,543984.0,432711.0,10.66
February,2023,LOADED,PETROCHEMICALS,1.0,,62792.0,39942.0,-25.51
February,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,-100.0
February,2023,LOADED,FOOD GRAINS,1.0,,0.0,468.0,3202.4
February,2023,LOADED,OTHER CARGO,2.0,,8278.0,60233.0,-43.53
February,2023,LOADED,CONTAINER (JSW),4.0,,88857.0,81949.0,-0.67
February,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),105.0,,3554512.0,3488262.0,7.5
February,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),21.0,,1036670.0,822855.0,-6.05
February,2023,CATEGORY_TOTAL,b) Break Bulk,12.0,,42795.0,63656.0,-27.19
February,2023,CATEGORY_TOTAL,c) Liquid Bulk,58.0,,2278735.0,2412217.0,13.79
February,2023,CATEGORY_TOTAL,d) Containers (In Tons),14.0,,196312.0,189534.0,2.34
February,2023,CATEGORY_TOTAL,GRAND TOTAL,105.0,,3554512.0,3488262.0,7.5
March,2023,UNLOADED,TOTAL CRUDE,13.0,,1553883.0,1569490.0,24.87
March,2023,UNLOADED,TOTAL LPG,14.0,,246133.0,205498.0,5.12
March,2023,UNLOADED,POL PRODUCTS,7.0,,82371.0,99612.0,-39.48
March,2023,UNLOADED,EDIBLE OIL,7.0,,81334.0,85940.0,23.77
March,2023,UNLOADED,OTH. LIQ. CARGOES,17.0,,81035.0,67982.0,0.35
March,2023,UNLOADED,FERTILIZER,3.0,,82714.0,56413.0,31.13
March,2023,UNLOADED,F.R.M. (DRY),1.0,,11200.0,0.0,-53.17
March,2023,UNLOADED,TOTAL CEMENT,3.0,,30896.0,14380.0,50.91
March,2023,UNLOADED,TOTAL COAL,9.0,,440266.0,627484.0,27.26
March,2023,UNLOADED,IRON ORE,5.0,,223600.0,220000.0,-32.53
March,2023,UNLOADED,OTHER CARGO,8.0,,19134.0,18570.0,-71.53
March,2023,UNLOADED,CONTAINER (JSW),13.0,,88161.0,102974.0,2.86
March,2023,LOADED,IRON ORE,7.0,,380714.0,362510.0,-36.18
March,2023,LOADED,TOTAL COAL,1.0,,1850.0,0.0,-7.48
March,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,-100.0
March,2023,LOADED,POL PRODUCTS,15.0,,657367.0,591449.0,8.18
March,2023,LOADED,PETROCHEMICALS,3.0,,85378.0,75692.0,-22.39
March,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,-100.0
March,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,3202.4
March,2023,LOADED,OTHER CARGO,0.0,,0.0,76865.0,-53.49
March,2023,LOADED,CONTAINER (JSW),5.0,,104512.0,80593.0,2.05
March,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),131.0,,4150243.0,4628618.0,5.4
March,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),29.0,,1186841.0,1408389.0,-7.41
March,2023,CATEGORY_TOTAL,b) Break Bulk,8.0,,43457.0,58357.0,-27.03
March,2023,CATEGORY_TOTAL,c) Liquid Bulk,76.0,,2727272.0,2978305.0,11.27
March,2023,CATEGORY_TOTAL,d) Containers (In Tons),18.0,,192673.0,183567.0,2.55
March,2023,CATEGORY_TOTAL,GRAND TOTAL,131.0,,4150243.0,4628618.0,5.4
April,2023,UNLOADED,TOTAL CRUDE,18.0,,1668727.0,1494842.0,11.63
April,2023,UNLOADED,TOTAL LPG,11.0,,230101.0,201273.0,14.32
April,2023,UNLOADED,POL PRODUCTS,9.0,,96688.0,53998.0,79.06
April,2023,UNLOADED,EDIBLE OIL,10.0,,117729.0,36228.0,224.97
April,2023,UNLOADED,OTH. LIQ. CARGOES,14.0,,81076.0,55577.0,45.88
April,2023,UNLOADED,FERTILIZER,2.0,,43382.0,52099.0,-16.73
April,2023,UNLOADED,F.R.M. (DRY),1.0,,22000.0,0.0,0.0
April,2023,UNLOADED,TOTAL CEMENT,2.0,,21202.0,18005.0,17.76
April,2023,UNLOADED,TOTAL COAL,13.0,,771898.0,617862.0,24.93
April,2023,UNLOADED,IRON ORE,4.0,,262250.0,220000.0,19.2
April,2023,UNLOADED,OTHER CARGO,8.0,,21791.0,21923.0,-0.6
April,2023,UNLOADED,CONTAINER (JSW),14.0,,128482.0,67941.0,89.11
April,2023,LOADED,IRON ORE,3.0,,164896.0,169478.0,-2.7
April,2023,LOADED,TOTAL COAL,0.0,,0.0,0.0,0.0
April,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
April,2023,LOADED,POL PRODUCTS,9.0,,393004.0,342453.0,-12.86
April,2023,LOADED,PETROCHEMICALS,1.0,,45078.0,70855.0,-36.38
April,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,0.0
April,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
April,2023,LOADED,OTHER CARGO,1.0,,3005.0,22579.0,-86.69
April,2023,LOADED,CONTAINER (JSW),7.0,,83094.0,54643.0,52.07
April,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),127.0,,4134744.0,3552668.0,16.38
April,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),26.0,,1296021.0,1090023.0,18.9
April,2023,CATEGORY_TOTAL,b) Break Bulk,8.0,,37308.0,31923.0,16.87
April,2023,CATEGORY_TOTAL,c) Liquid Bulk,72.0,,2589839.0,2308138.0,12.2
April,2023,CATEGORY_TOTAL,d) Containers (In Tons),21.0,,211576.0,122584.0,72.6
April,2023,CATEGORY_TOTAL,GRAND TOTAL,127.0,,4134744.0,3552668.0,16.38
May,2023,UNLOADED,TOTAL CRUDE,16.0,,1438183.0,1290106.0,11.56
May,2023,UNLOADED,TOTAL LPG,15.0,,233714.0,187437.0,19.32
May,2023,UNLOADED,POL PRODUCTS,8.0,,104185.0,66879.0,66.18
May,2023,UNLOADED,EDIBLE OIL,6.0,,41366.0,80938.0,35.79
May,2023,UNLOADED,OTH. LIQ. CARGOES,17.0,,85858.0,43485.0,68.51
May,2023,UNLOADED,FERTILIZER,2.0,,77340.0,45800.0,23.31
May,2023,UNLOADED,F.R.M. (DRY),0.0,,0.0,0.0,0.0
May,2023,UNLOADED,TOTAL CEMENT,2.0,,21031.0,31305.0,-14.35
May,2023,UNLOADED,TOTAL COAL,10.0,,615489.0,448198.0,30.14
May,2023,UNLOADED,IRON ORE,4.0,,177750.0,165000.0,14.29
May,2023,UNLOADED,OTHER CARGO,6.0,,11145.0,38085.0,-45.11
May,2023,UNLOADED,CONTAINER (JSW),14.0,,178037.0,118439.0,64.46
May,2023,LOADED,IRON ORE,1.0,,55000.0,55000.0,-2.04
May,2023,LOADED,TOTAL COAL,0.0,,0.0,0.0,0.0
May,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
May,2023,LOADED,POL PRODUCTS,9.0,,643815.0,340060.0,-34.17
May,2023,LOADED,PETROCHEMICALS,4.0,,82299.0,50046.0,5.36
May,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,0.0
May,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
May,2023,LOADED,OTHER CARGO,1.0,,3023.0,60372.0,-92.73
May,2023,LOADED,CONTAINER (JSW),9.0,,87037.0,66181.0,40.81
May,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),124.0,,3588879.0,3455173.0,10.21
May,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),19.0,,957797.0,853570.0,15.96
May,2023,CATEGORY_TOTAL,b) Break Bulk,7.0,,30222.0,26688.0,15.22
May,2023,CATEGORY_TOTAL,c) Liquid Bulk,75.0,,2335786.0,2390295.0,4.84
May,2023,CATEGORY_TOTAL,d) Containers (In Tons),23.0,,265074.0,184620.0,55.16
May,2023,CATEGORY_TOTAL,GRAND TOTAL,124.0,,3588879.0,3455173.0,10.21
June,2023,UNLOADED,TOTAL CRUDE,21.0,,1645302.0,1346140.0,15.04
June,2023,UNLOADED,TOTAL LPG,12.0,,224268.0,187893.0,19.33
June,2023,UNLOADED,POL PRODUCTS,8.0,,90730.0,50275.0,70.38
June,2023,UNLOADED,EDIBLE OIL,9.0,,85582.0,47153.0,48.9
June,2023,UNLOADED,OTH. LIQ. CARGOES,7.0,,45031.0,39026.0,53.5
June,2023,UNLOADED,FERTILIZER,3.0,,88421.0,30150.0,63.33
June,2023,UNLOADED,F.R.M. (DRY),0.0,,0.0,0.0,0.0
June,2023,UNLOADED,TOTAL CEMENT,1.0,,9939.0,34544.0,-37.78
June,2023,UNLOADED,TOTAL COAL,5.0,,226206.0,435170.0,7.48
June,2023,UNLOADED,IRON ORE,1.0,,54877.0,55000.0,12.47
June,2023,UNLOADED,OTHER CARGO,3.0,,15770.0,0.0,-18.83
June,2023,UNLOADED,CONTAINER (JSW),10.0,,130309.0,180984.0,18.91
June,2023,LOADED,IRON ORE,5.0,,270278.0,51310.0,77.74
June,2023,LOADED,TOTAL COAL,1.0,,9100.0,0.0,0.0
June,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
June,2023,LOADED,POL PRODUCTS,13.0,,546342.0,461301.0,-27.75
June,2023,LOADED,PETROCHEMICALS,2.0,,61146.0,72918.0,-2.73
June,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,0.0
June,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
June,2023,LOADED,OTHER CARGO,0.0,,0.0,21000.0,-94.2
June,2023,LOADED,CONTAINER (JSW),10.0,,86647.0,64011.0,38.92
June,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),111.0,,3576776.0,3215361.0,10.54
June,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),16.0,,678417.0,656961.0,12.75
June,2023,CATEGORY_TOTAL,b) Break Bulk,3.0,,35335.0,5334.0,60.86
June,2023,CATEGORY_TOTAL,c) Liquid Bulk,72.0,,2646068.0,2308071.0,8.07
June,2023,CATEGORY_TOTAL,d) Containers (In Tons),20.0,,216956.0,244995.0,25.61
June,2023,CATEGORY_TOTAL,GRAND TOTAL,111.0,,3576776.0,3215361.0,10.54
July,2023,UNLOADED,TOTAL CRUDE,18.0,,1341974.0,1683236.0,4.81
July,2023,UNLOADED,TOTAL LPG,14.0,,247674.0,214720.0,18.25
July,2023,UNLOADED,POL PRODUCTS,10.0,,83283.0,36078.0,80.9
July,2023,UNLOADED,EDIBLE OIL,9.0,,87095.0,80928.0,35.28
July,2023,UNLOADED,OTH. LIQ. CARGOES,11.0,,42770.0,18245.0,62.94
July,2023,UNLOADED,FERTILIZER,3.0,,48599.0,34200.0,58.86
July,2023,UNLOADED,F.R.M. (DRY),0.0,,0.0,0.0,0.0
July,2023,UNLOADED,TOTAL CEMENT,2.0,,19238.0,36191.0,-40.51
July,2023,UNLOADED,TOTAL COAL,6.0,,352909.0,278444.0,10.5
July,2023,UNLOADED,IRON ORE,3.0,,207638.0,0.0,59.66
July,2023,UNLOADED,OTHER CARGO,4.0,,41385.0,0.0,50.13
July,2023,UNLOADED,CONTAINER (JSW),13.0,,178156.0,182681.0,11.81
July,2023,LOADED,IRON ORE,2.0,,109678.0,55000.0,81.34
July,2023,LOADED,TOTAL COAL,0.0,,0.0,47268.0,-80.75
July,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
July,2023,LOADED,POL PRODUCTS,8.0,,372988.0,306712.0,-25.85
July,2023,LOADED,PETROCHEMICALS,5.0,,111532.0,58300.0,19.01
July,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,0.0
July,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
July,2023,LOADED,OTHER CARGO,2.0,,58680.0,0.0,-37.75
July,2023,LOADED,CONTAINER (JSW),10.0,,94517.0,63429.0,41.5
July,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),120.0,,3374631.0,3219883.0,9.16
July,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),18.0,,829124.0,478426.0,22.28
July,2023,CATEGORY_TOTAL,b) Break Bulk,4.0,,30349.0,11801.0,69.51
July,2023,CATEGORY_TOTAL,c) Liquid Bulk,75.0,,2242485.0,2483546.0,3.42
July,2023,CATEGORY_TOTAL,d) Containers (In Tons),23.0,,272673.0,246110.0,21.04
July,2023,CATEGORY_TOTAL,GRAND TOTAL,120.0,,3374631.0,3219883.0,9.16
August,2023,UNLOADED,TOTAL CRUDE,15.0,,970899.0,1148594.0,1.47
August,2023,UNLOADED,TOTAL LPG,18.0,,319974.0,238306.0,21.96
August,2023,UNLOADED,POL PRODUCTS,6.0,,62346.0,18482.0,93.71
August,2023,UNLOADED,EDIBLE OIL,9.0,,80091.0,65820.0,32.4
August,2023,UNLOADED,OTH. LIQ. CARGOES,12.0,,72865.0,21378.0,84.34
August,2023,UNLOADED,FERTILIZER,0.0,,0.0,114147.0,-6.75
August,2023,UNLOADED,F.R.M. (DRY),0.0,,0.0,13000.0,69.23
August,2023,UNLOADED,TOTAL CEMENT,2.0,,25684.0,34673.0,-37.24
August,2023,UNLOADED,TOTAL COAL,10.0,,294389.0,368815.0,5.23
August,2023,UNLOADED,IRON ORE,2.0,,61242.0,55000.0,54.29
August,2023,UNLOADED,OTHER CARGO,4.0,,34053.0,0.0,106.88
August,2023,UNLOADED,CONTAINER (JSW),12.0,,174806.0,137005.0,14.95
August,2023,LOADED,IRON ORE,1.0,,54995.0,54888.0,69.79
August,2023,LOADED,TOTAL COAL,0.0,,0.0,31498.0,-88.45
August,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
August,2023,LOADED,POL PRODUCTS,11.0,,393923.0,466373.0,-23.86
August,2023,LOADED,PETROCHEMICALS,2.0,,43802.0,35973.0,19.36
August,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,0.0
August,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
August,2023,LOADED,OTHER CARGO,0.0,,0.0,0.0,-37.75
August,2023,LOADED,CONTAINER (JSW),11.0,,81629.0,70921.0,35.63
August,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),115.0,,2702139.0,2908353.0,6.27
August,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),15.0,,436310.0,699445.0,11.18
August,2023,CATEGORY_TOTAL,b) Break Bulk,4.0,,50790.0,2000.0,128.32
August,2023,CATEGORY_TOTAL,c) Liquid Bulk,73.0,,1958604.0,1998982.0,2.47
August,2023,CATEGORY_TOTAL,d) Containers (In Tons),23.0,,256435.0,207926.0,21.51
August,2023,CATEGORY_TOTAL,GRAND TOTAL,115.0,,2702139.0,2908353.0,6.27
September,2023,UNLOADED,TOTAL CRUDE,8.0,,614544.0,1225424.0,-6.21
September,2023,UNLOADED,TOTAL LPG,15.0,,332917.0,245159.0,24.62
September,2023,UNLOADED,POL PRODUCTS,7.0,,95152.0,37074.0,102.59
September,2023,UNLOADED,EDIBLE OIL,9.0,,101145.0,97972.0,25.42
September,2023,UNLOADED,OTH. LIQ. CARGOES,14.0,,75919.0,54995.0,73.4
September,2023,UNLOADED,FERTILIZER,2.0,,36979.0,0.0,6.63
September,2023,UNLOADED,F.R.M. (DRY),1.0,,8000.0,0.0,130.77
September,2023,UNLOADED,TOTAL CEMENT,2.0,,12438.0,27232.0,-39.8
September,2023,UNLOADED,TOTAL COAL,9.0,,505620.0,154400.0,20.13
September,2023,UNLOADED,IRON ORE,3.0,,165000.0,0.0,87.63
September,2023,UNLOADED,OTHER CARGO,3.0,,18931.0,13546.0,94.52
September,2023,UNLOADED,CONTAINER (JSW),14.0,,127669.0,130360.0,12.24
September,2023,LOADED,IRON ORE,3.0,,201995.0,30000.0,106.13
September,2023,LOADED,TOTAL COAL,0.0,,0.0,0.0,-88.45
September,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
September,2023,LOADED,POL PRODUCTS,8.0,,326882.0,520308.0,-26.22
September,2023,LOADED,PETROCHEMICALS,1.0,,19971.0,35892.0,12.3
September,2023,LOADED,OTH.LIQ.CARGOES,1.0,,8104.0,0.0,0.0
September,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
September,2023,LOADED,OTHER CARGO,0.0,,0.0,0.0,-37.75
September,2023,LOADED,CONTAINER (JSW),11.0,,104166.0,93151.0,30.26
September,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),111.0,,2790597.0,2757297.0,5.54
September,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),20.0,,945923.0,258459.0,27.5
September,2023,CATEGORY_TOTAL,b) Break Bulk,3.0,,29023.0,27543.0,97.01
September,2023,CATEGORY_TOTAL,c) Liquid Bulk,63.0,,1583816.0,2247784.0,-2.77
September,2023,CATEGORY_TOTAL,d) Containers (In Tons),25.0,,231835.0,223511.0,18.28
September,2023,CATEGORY_TOTAL,GRAND TOTAL,111.0,,2790597.0,2757297.0,5.54
October,2023,UNLOADED,TOTAL CRUDE,15.0,,1676845.0,1769386.0,-6.04
October,2023,UNLOADED,TOTAL LPG,16.0,,290279.0,260799.0,22.36
October,2023,UNLOADED,POL PRODUCTS,9.0,,130109.0,61630.0,104.21
October,2023,UNLOADED,EDIBLE OIL,6.0,,70357.0,48466.0,27.51
October,2023,UNLOADED,OTH. LIQ. CARGOES,10.0,,36066.0,26409.0,69.65
October,2023,UNLOADED,FERTILIZER,3.0,,72400.0,0.0,32.82
October,2023,UNLOADED,F.R.M. (DRY),0.0,,0.0,12000.0,20.0
October,2023,UNLOADED,TOTAL CEMENT,2.0,,21750.0,34533.0,-39.36
October,2023,UNLOADED,TOTAL COAL,15.0,,776593.0,500940.0,26.37
October,2023,UNLOADED,IRON ORE,2.0,,110000.0,54700.0,88.97
October,2023,UNLOADED,OTHER CARGO,8.0,,18594.0,29009.0,57.63
October,2023,UNLOADED,CONTAINER (JSW),15.0,,150236.0,92382.0,17.36
October,2023,LOADED,IRON ORE,3.0,,119729.0,25104.0,121.56
October,2023,LOADED,TOTAL COAL,0.0,,0.0,0.0,-88.45
October,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
October,2023,LOADED,POL PRODUCTS,8.0,,311262.0,468853.0,-27.23
October,2023,LOADED,PETROCHEMICALS,1.0,,26110.0,89416.0,-5.68
October,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,0.0
October,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
October,2023,LOADED,OTHER CARGO,0.0,,275.0,2000.0,-38.67
October,2023,LOADED,CONTAINER (JSW),12.0,,107295.0,78190.0,31.37
October,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),125.0,,3963858.0,3588955.0,6.32
October,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),25.0,,1120211.0,642443.0,33.94
October,2023,CATEGORY_TOTAL,b) Break Bulk,8.0,,33097.0,41904.0,64.04
October,2023,CATEGORY_TOTAL,c) Liquid Bulk,66.0,,2553019.0,2734036.0,-3.41
October,2023,CATEGORY_TOTAL,d) Containers (In Tons),27.0,,257531.0,170572.0,22.26
October,2023,CATEGORY_TOTAL,GRAND TOTAL,125.0,,3963858.0,3588955.0,6.32
November,2023,UNLOADED,TOTAL CRUDE,12.0,,1356172.0,1433065.0,-5.95
November,2023,UNLOADED,TOTAL LPG,15.0,,264843.0,247848.0,20.2
November,2023,UNLOADED,POL PRODUCTS,6.0,,103988.0,54739.0,102.16
November,2023,UNLOADED,EDIBLE OIL,7.0,,79784.0,118519.0,15.13
November,2023,UNLOADED,OTH. LIQ. CARGOES,12.0,,68343.0,63207.0,57.58
November,2023,UNLOADED,FERTILIZER,0.0,,0.0,36050.0,17.5
November,2023,UNLOADED,F.R.M. (DRY),1.0,,16000.0,0.0,84.0
November,2023,UNLOADED,TOTAL CEMENT,3.0,,35408.0,46387.0,-36.59
November,2023,UNLOADED,TOTAL COAL,17.0,,1004784.0,285095.0,47.23
November,2023,UNLOADED,IRON ORE,4.0,,227500.0,53471.0,109.93
November,2023,UNLOADED,OTHER CARGO,8.0,,24104.0,13312.0,60.32
November,2023,UNLOADED,CONTAINER (JSW),16.0,,133213.0,107109.0,18.09
November,2023,LOADED,IRON ORE,6.0,,320433.0,0.0,194.25
November,2023,LOADED,TOTAL COAL,0.0,,0.0,0.0,-88.45
November,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
November,2023,LOADED,POL PRODUCTS,15.0,,595621.0,558935.0,-22.48
November,2023,LOADED,PETROCHEMICALS,4.0,,75983.0,56910.0,-0.93
November,2023,LOADED,OTH.LIQ.CARGOES,0.0,,0.0,0.0,0.0
November,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
November,2023,LOADED,OTHER CARGO,0.0,,0.0,7583.0,-42.76
November,2023,LOADED,CONTAINER (JSW),8.0,,92211.0,76865.0,29.82
November,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),134.0,,4441564.0,3201864.0,10.32
November,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),32.0,,1631691.0,428464.0,54.66
November,2023,CATEGORY_TOTAL,b) Break Bulk,7.0,,29768.0,36772.0,47.69
November,2023,CATEGORY_TOTAL,c) Liquid Bulk,71.0,,2554681.0,2552654.0,-2.94
November,2023,CATEGORY_TOTAL,d) Containers (In Tons),24.0,,225424.0,183974.0,22.29
November,2023,CATEGORY_TOTAL,GRAND TOTAL,134.0,,4441564.0,3201864.0,10.32
December,2023,UNLOADED,TOTAL CRUDE,13.0,,1427370.0,1683976.0,-7.15
December,2023,UNLOADED,TOTAL LPG,14.0,,251973.0,249965.0,17.82
December,2023,UNLOADED,POL PRODUCTS,9.0,,118218.0,49097.0,106.58
December,2023,UNLOADED,EDIBLE OIL,8.0,,67916.0,145720.0,1.29
December,2023,UNLOADED,OTH. LIQ. CARGOES,11.0,,52648.0,65293.0,44.62
December,2023,UNLOADED,FERTILIZER,0.0,,0.0,63610.0,-2.38
December,2023,UNLOADED,F.R.M. (DRY),0.0,,0.0,0.0,84.0
December,2023,UNLOADED,TOTAL CEMENT,2.0,,18693.0,28436.0,-36.36
December,2023,UNLOADED,TOTAL COAL,15.0,,875654.0,399168.0,55.49
December,2023,UNLOADED,IRON ORE,5.0,,266800.0,211130.0,88.27
December,2023,UNLOADED,OTHER CARGO,9.0,,26811.0,33890.0,41.95
December,2023,UNLOADED,CONTAINER (JSW),18.0,,135125.0,111450.0,18.41
December,2023,LOADED,IRON ORE,7.0,,386673.0,219175.0,155.12
December,2023,LOADED,TOTAL COAL,0.0,,0.0,0.0,-88.45
December,2023,LOADED,CRUDE - ISPRL,0.0,,0.0,0.0,0.0
December,2023,LOADED,POL PRODUCTS,18.0,,671540.0,535487.0,-16.79
December,2023,LOADED,PETROCHEMICALS,5.0,,131312.0,62013.0,12.19
December,2023,LOADED,OTH.LIQ.CARGOES,1.0,,8755.0,0.0,0.0
December,2023,LOADED,FOOD GRAINS,0.0,,0.0,0.0,0.0
December,2023,LOADED,OTHER CARGO,0.0,,0.0,45417.0,-59.12
December,2023,LOADED,CONTAINER (JSW),5.0,,81663.0,75084.0,27.36
December,2023,CATEGORY_TOTAL,GRAND TOTAL (A+B+C+D),140.0,,4552668.0,4031074.0,10.68
December,2023,CATEGORY_TOTAL,a) Dry Bulk (Total),29.0,,1551753.0,949998.0,56.03
December,2023,CATEGORY_TOTAL,b) Break Bulk,9.0,,44928.0,88470.0,16.54
December,2023,CATEGORY_TOTAL,c) Liquid Bulk,79.0,,2739199.0,2806072.0,-2.87
December,2023,CATEGORY_TOTAL,d) Containers (In Tons),23.0,,216788.0,186534.0,21.65
December,2023,CATEGORY_TOTAL,GRAND TOTAL,140.0,,4552668.0,4031074.0,10.68
