month,year,section,commodity,vessels_current,vessels_prev_year,traffic_tonnes_current,traffic_tonnes_prev_year,pct_variation_yoy
March,2025,UNLOADED,IRON ORE,4.0,38.0,220000.0,88700.0,-57.93
March,2025,UNLOADED,OTH. LIQ. CARGOES,12.0,137.0,64219.0,59705.0,-13.6
March,2025,UNLOADED,OTHER CARGO,4.0,71.0,18638.0,17866.0,-2.55
March,2025,UNLOADED,POL PRODUCTS,8.0,101.0,110926.0,96265.0,5.39
March,2025,UNLOADED,TOTAL CEMENT,4.0,22.0,48596.0,10316.0,10.19
March,2025,UNLOADED,TOTAL COAL,17.0,140.0,1028930.0,771832.0,8.42
March,2025,UNLOADED,TOTAL CRUDE,17.0,181.0,1768581.0,1397395.0,8.17
March,2025,UNLOADED,TOTAL LPG,11.0,162.0,269780.0,215090.0,-6.85
April,2025,LOADED,CONTAINER (JSW),9.0,4.0,78059.0,78520.0,-0.59
April,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
April,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
April,2025,LOADED,IRON ORE,4.0,0.0,271766.0,0.0,0.0
April,2025,LOADED,OTH.LIQ.CARGOES,1.0,1.0,8022.0,5273.0,52.13
April,2025,LOADED,OTHER CARGO,0.0,1.0,0.0,4584.0,-100.0
April,2025,LOADED,PETROCHEMICALS,1.0,4.0,11544.0,113593.0,-89.84
April,2025,LOADED,POL PRODUCTS,9.0,9.0,306488.0,375738.0,-18.43
April,2025,LOADED,TOTAL COAL,0.0,1.0,0.0,1599.0,-100.0
April,2025,UNLOADED,CONTAINER (JSW),16.0,18.0,106276.0,100110.0,6.16
April,2025,UNLOADED,EDIBLE OIL,3.0,9.0,30705.0,81454.0,-62.3
April,2025,UNLOADED,F.R.M. (DRY),1.0,0.0,15050.0,0.0,0.0
April,2025,UNLOADED,FERTILIZER,2.0,1.0,9255.0,9000.0,2.83
April,2025,UNLOADED,IRON ORE,0.0,0.0,0.0,0.0,0.0
April,2025,UNLOADED,OTH. LIQ. CARGOES,8.0,10.0,39467.0,57561.0,-31.43
April,2025,UNLOADED,OTHER CARGO,3.0,5.0,5273.0,11404.0,-53.76
April,2025,UNLOADED,POL PRODUCTS,9.0,11.0,106615.0,113881.0,-6.38
April,2025,UNLOADED,TOTAL CEMENT,3.0,1.0,32181.0,9950.0,223.43
April,2025,UNLOADED,TOTAL COAL,15.0,12.0,920891.0,630502.0,46.06
April,2025,UNLOADED,TOTAL CRUDE,14.0,14.0,1366539.0,1394736.0,-2.02
April,2025,UNLOADED,TOTAL LPG,11.0,12.0,201876.0,228650.0,-11.71
May,2025,LOADED,CONTAINER (JSW),7.0,9.0,68831.0,79117.0,-6.82
May,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
May,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
May,2025,LOADED,IRON ORE,4.0,1.0,171718.0,53500.0,728.94
May,2025,LOADED,OTH.LIQ.CARGOES,0.0,1.0,0.0,0.0,52.13
May,2025,LOADED,OTHER CARGO,1.0,1.0,226.0,0.0,-95.07
May,2025,LOADED,PETROCHEMICALS,2.0,9.0,17783.0,127708.0,-87.85
May,2025,LOADED,POL PRODUCTS,12.0,18.0,470704.0,338406.0,8.83
May,2025,LOADED,TOTAL COAL,0.0,5.0,0.0,14399.0,-100.0
May,2025,UNLOADED,CONTAINER (JSW),15.0,32.0,139556.0,105273.0,19.69
May,2025,UNLOADED,EDIBLE OIL,8.0,14.0,85440.0,67184.0,-21.86
May,2025,UNLOADED,F.R.M. (DRY),0.0,0.0,0.0,0.0,0.0
May,2025,UNLOADED,FERTILIZER,3.0,6.0,72172.0,131124.0,-41.89
May,2025,UNLOADED,IRON ORE,4.0,0.0,228250.0,0.0,0.0
May,2025,UNLOADED,OTH. LIQ. CARGOES,14.0,18.0,63727.0,45099.0,0.52
May,2025,UNLOADED,OTHER CARGO,4.0,12.0,9327.0,25663.0,-60.61
May,2025,UNLOADED,POL PRODUCTS,10.0,20.0,101550.0,105652.0,-5.18
May,2025,UNLOADED,TOTAL CEMENT,2.0,2.0,31050.0,10710.0,206.06
May,2025,UNLOADED,TOTAL COAL,13.0,24.0,846052.0,951190.0,11.71
May,2025,UNLOADED,TOTAL CRUDE,15.0,28.0,1288899.0,1358981.0,-3.57
May,2025,UNLOADED,TOTAL LPG,15.0,22.0,252508.0,207323.0,4.22
June,2025,LOADED,CONTAINER (JSW),6.0,13.0,81901.0,77399.0,-2.66
June,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
June,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
June,2025,LOADED,IRON ORE,7.0,4.0,379116.0,124407.0,362.38
June,2025,LOADED,OTH.LIQ.CARGOES,1.0,2.0,9823.0,4705.0,78.84
June,2025,LOADED,OTHER CARGO,1.0,1.0,4179.0,0.0,-3.9
June,2025,LOADED,PETROCHEMICALS,2.0,14.0,20540.0,124259.0,-86.36
June,2025,LOADED,POL PRODUCTS,6.0,29.0,220173.0,459418.0,-15.01
June,2025,LOADED,TOTAL COAL,1.0,5.0,16500.0,0.0,3.14
June,2025,UNLOADED,CONTAINER (JSW),15.0,47.0,148917.0,135134.0,15.93
June,2025,UNLOADED,EDIBLE OIL,6.0,20.0,90199.0,61237.0,-1.68
June,2025,UNLOADED,F.R.M. (DRY),0.0,0.0,0.0,0.0,0.0
June,2025,UNLOADED,FERTILIZER,3.0,7.0,39526.0,40000.0,-32.85
June,2025,UNLOADED,IRON ORE,5.0,1.0,265100.0,55000.0,797.0
June,2025,UNLOADED,OTH. LIQ. CARGOES,11.0,26.0,79629.0,45645.0,23.28
June,2025,UNLOADED,OTHER CARGO,1.0,17.0,1527.0,12467.0,-67.44
June,2025,UNLOADED,POL PRODUCTS,12.0,31.0,136834.0,118819.0,1.96
June,2025,UNLOADED,TOTAL CEMENT,1.0,3.0,10000.0,10354.0,136.12
June,2025,UNLOADED,TOTAL COAL,11.0,40.0,535332.0,822488.0,-4.24
June,2025,UNLOADED,TOTAL CRUDE,11.0,49.0,902196.0,1564079.0,-17.61
June,2025,UNLOADED,TOTAL LPG,15.0,32.0,329103.0,194556.0,24.26
July,2025,LOADED,CONTAINER (JSW),8.0,20.0,79411.0,70465.0,0.88
July,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
July,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
July,2025,LOADED,IRON ORE,2.0,4.0,134522.0,0.0,437.99
July,2025,LOADED,OTH.LIQ.CARGOES,1.0,2.0,11809.0,0.0,197.19
July,2025,LOADED,OTHER CARGO,1.0,1.0,9195.0,0.0,196.68
July,2025,LOADED,PETROCHEMICALS,1.0,18.0,12300.0,119145.0,-87.17
July,2025,LOADED,POL PRODUCTS,12.0,41.0,485172.0,440630.0,-8.16
July,2025,LOADED,TOTAL COAL,0.0,5.0,0.0,0.0,3.14
July,2025,UNLOADED,CONTAINER (JSW),17.0,61.0,181460.0,156601.0,15.91
July,2025,UNLOADED,EDIBLE OIL,7.0,28.0,89099.0,117337.0,-9.71
July,2025,UNLOADED,F.R.M. (DRY),0.0,2.0,0.0,44830.0,-66.43
July,2025,UNLOADED,FERTILIZER,1.0,9.0,35976.0,45758.0,-30.53
July,2025,UNLOADED,IRON ORE,4.0,1.0,217720.0,0.0,1192.85
July,2025,UNLOADED,OTH. LIQ. CARGOES,14.0,39.0,57823.0,59113.0,16.02
July,2025,UNLOADED,OTHER CARGO,1.0,21.0,27400.0,12016.0,-29.28
July,2025,UNLOADED,POL PRODUCTS,10.0,37.0,114317.0,69107.0,12.73
July,2025,UNLOADED,TOTAL CEMENT,2.0,4.0,31110.0,18428.0,111.04
July,2025,UNLOADED,TOTAL COAL,5.0,47.0,357968.0,310958.0,-2.02
July,2025,UNLOADED,TOTAL CRUDE,18.0,70.0,1276206.0,1648983.0,-18.99
July,2025,UNLOADED,TOTAL LPG,13.0,44.0,280022.0,232348.0,23.25
August,2025,LOADED,CONTAINER (JSW),7.0,26.0,76527.0,67597.0,3.12
August,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
August,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
August,2025,LOADED,IRON ORE,4.0,4.0,283295.0,0.0,597.23
August,2025,LOADED,OTH.LIQ.CARGOES,1.0,2.0,10050.0,0.0,297.92
August,2025,LOADED,OTHER CARGO,1.0,1.0,4094.0,138.0,274.71
August,2025,LOADED,PETROCHEMICALS,1.0,22.0,11597.0,89542.0,-87.15
August,2025,LOADED,POL PRODUCTS,17.0,54.0,684072.0,500007.0,3.73
August,2025,LOADED,TOTAL COAL,0.0,5.0,0.0,0.0,3.14
August,2025,UNLOADED,CONTAINER (JSW),13.0,73.0,113473.0,123198.0,11.18
August,2025,UNLOADED,EDIBLE OIL,8.0,39.0,125646.0,137135.0,-9.32
August,2025,UNLOADED,F.R.M. (DRY),0.0,2.0,0.0,0.0,-66.43
August,2025,UNLOADED,FERTILIZER,1.0,10.0,31329.0,5000.0,-18.46
August,2025,UNLOADED,IRON ORE,4.0,1.0,275000.0,0.0,1692.85
August,2025,UNLOADED,OTH. LIQ. CARGOES,12.0,47.0,72455.0,42375.0,25.34
August,2025,UNLOADED,OTHER CARGO,1.0,28.0,8653.0,22705.0,-38.07
August,2025,UNLOADED,POL PRODUCTS,12.0,47.0,149937.0,111761.0,12.24
August,2025,UNLOADED,TOTAL CEMENT,3.0,5.0,20900.0,9767.0,111.52
August,2025,UNLOADED,TOTAL COAL,10.0,57.0,318905.0,523013.0,-8.0
August,2025,UNLOADED,TOTAL CRUDE,17.0,86.0,1415846.0,1324416.0,-14.28
August,2025,UNLOADED,TOTAL LPG,12.0,58.0,283326.0,261756.0,19.76
September,2025,LOADED,CONTAINER (JSW),9.0,34.0,80601.0,93577.0,-0.29
September,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
September,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
September,2025,LOADED,IRON ORE,5.0,4.0,307208.0,0.0,769.91
September,2025,LOADED,OTH.LIQ.CARGOES,0.0,3.0,0.0,4004.0,183.97
September,2025,LOADED,OTHER CARGO,0.0,1.0,0.0,23.0,272.9
September,2025,LOADED,PETROCHEMICALS,1.0,28.0,12287.0,180923.0,-88.61
September,2025,LOADED,POL PRODUCTS,15.0,71.0,730594.0,699216.0,3.92
September,2025,LOADED,TOTAL COAL,0.0,5.0,0.0,0.0,3.14
September,2025,UNLOADED,CONTAINER (JSW),10.0,84.0,108784.0,129489.0,6.49
September,2025,UNLOADED,EDIBLE OIL,8.0,45.0,103843.0,56458.0,0.79
September,2025,UNLOADED,F.R.M. (DRY),0.0,2.0,0.0,0.0,-66.43
September,2025,UNLOADED,FERTILIZER,4.0,11.0,86940.0,20000.0,9.69
September,2025,UNLOADED,IRON ORE,3.0,2.0,250770.0,50940.0,1067.49
September,2025,UNLOADED,OTH. LIQ. CARGOES,13.0,54.0,74904.0,30227.0,38.56
September,2025,UNLOADED,OTHER CARGO,3.0,34.0,12125.0,18957.0,-37.7
September,2025,UNLOADED,POL PRODUCTS,6.0,54.0,104755.0,103723.0,10.36
September,2025,UNLOADED,TOTAL CEMENT,2.0,6.0,24200.0,10000.0,115.93
September,2025,UNLOADED,TOTAL COAL,10.0,69.0,584770.0,669584.0,-8.8
September,2025,UNLOADED,TOTAL CRUDE,16.0,102.0,1638551.0,1361140.0,-8.83
September,2025,UNLOADED,TOTAL LPG,17.0,69.0,286075.0,223074.0,21.16
October,2025,LOADED,CONTAINER (JSW),7.0,44.0,93584.0,76410.0,2.91
October,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
October,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
October,2025,LOADED,IRON ORE,7.0,6.0,482175.0,90521.0,656.18
October,2025,LOADED,OTH.LIQ.CARGOES,2.0,3.0,17300.0,0.0,307.7
October,2025,LOADED,OTHER CARGO,1.0,2.0,4199.0,4018.0,149.83
October,2025,LOADED,PETROCHEMICALS,2.0,32.0,23687.0,124536.0,-87.53
October,2025,LOADED,POL PRODUCTS,18.0,83.0,677134.0,427017.0,11.12
October,2025,LOADED,TOTAL COAL,0.0,5.0,0.0,10853.0,-38.55
October,2025,UNLOADED,CONTAINER (JSW),12.0,94.0,120039.0,111050.0,6.7
October,2025,UNLOADED,EDIBLE OIL,5.0,54.0,58501.0,114394.0,-14.24
October,2025,UNLOADED,F.R.M. (DRY),1.0,2.0,28500.0,0.0,-2.86
October,2025,UNLOADED,FERTILIZER,4.0,12.0,91878.0,31210.0,30.13
October,2025,UNLOADED,IRON ORE,2.0,2.0,241880.0,0.0,1295.81
October,2025,UNLOADED,OTH. LIQ. CARGOES,11.0,65.0,47255.0,67688.0,36.31
October,2025,UNLOADED,OTHER CARGO,2.0,45.0,80431.0,37565.0,2.81
October,2025,UNLOADED,POL PRODUCTS,13.0,63.0,124274.0,96201.0,12.88
October,2025,UNLOADED,TOTAL CEMENT,4.0,7.0,34496.0,15673.0,116.7
October,2025,UNLOADED,TOTAL COAL,10.0,81.0,499368.0,660774.0,-11.06
October,2025,UNLOADED,TOTAL CRUDE,14.0,117.0,1563242.0,1682162.0,-8.54
October,2025,UNLOADED,TOTAL LPG,15.0,81.0,300171.0,356490.0,13.43
November,2025,LOADED,CONTAINER (JSW),8.0,56.0,87441.0,86336.0,2.69
November,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
November,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
November,2025,LOADED,IRON ORE,6.0,6.0,445595.0,0.0,822.18
November,2025,LOADED,OTH.LIQ.CARGOES,1.0,4.0,3612.0,6402.0,197.37
November,2025,LOADED,OTHER CARGO,1.0,3.0,774.0,4074.0,76.58
November,2025,LOADED,PETROCHEMICALS,1.0,37.0,11286.0,97665.0,-87.62
November,2025,LOADED,POL PRODUCTS,15.0,99.0,593220.0,507124.0,11.91
November,2025,LOADED,TOTAL COAL,0.0,5.0,0.0,0.0,-38.55
November,2025,UNLOADED,CONTAINER (JSW),15.0,106.0,88132.0,126791.0,1.92
November,2025,UNLOADED,EDIBLE OIL,7.0,64.0,86754.0,130608.0,-17.54
November,2025,UNLOADED,F.R.M. (DRY),0.0,2.0,0.0,0.0,-2.86
November,2025,UNLOADED,FERTILIZER,0.0,15.0,0.0,97000.0,-3.17
November,2025,UNLOADED,IRON ORE,4.0,2.0,277510.0,0.0,1557.76
November,2025,UNLOADED,OTH. LIQ. CARGOES,12.0,73.0,54910.0,40624.0,36.19
November,2025,UNLOADED,OTHER CARGO,5.0,53.0,122739.0,25761.0,60.61
November,2025,UNLOADED,POL PRODUCTS,10.0,71.0,99307.0,93868.0,12.06
November,2025,UNLOADED,TOTAL CEMENT,3.0,9.0,25483.0,20674.0,98.4
November,2025,UNLOADED,TOTAL COAL,9.0,89.0,594967.0,570783.0,-9.36
November,2025,UNLOADED,TOTAL CRUDE,14.0,131.0,1436575.0,1487826.0,-7.9
November,2025,UNLOADED,TOTAL LPG,10.0,91.0,197817.0,256761.0,12.81
December,2025,LOADED,CONTAINER (JSW),9.0,70.0,104941.0,85700.0,5.06
December,2025,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
December,2025,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
December,2025,LOADED,IRON ORE,5.0,7.0,506163.0,108129.0,691.79
December,2025,LOADED,OTH.LIQ.CARGOES,4.0,4.0,26681.0,0.0,328.26
December,2025,LOADED,OTHER CARGO,0.0,4.0,0.0,4968.0,49.77
December,2025,LOADED,PETROCHEMICALS,0.0,39.0,0.0,46309.0,-88.18
December,2025,LOADED,POL PRODUCTS,19.0,112.0,671187.0,508301.0,14.32
December,2025,LOADED,TOTAL COAL,0.0,5.0,0.0,0.0,-38.55
December,2025,UNLOADED,CONTAINER (JSW),13.0,114.0,116547.0,152936.0,-1.53
December,2025,UNLOADED,EDIBLE OIL,6.0,66.0,70218.0,26972.0,-11.79
December,2025,UNLOADED,F.R.M. (DRY),0.0,3.0,0.0,13000.0,-24.69
December,2025,UNLOADED,FERTILIZER,5.0,17.0,214725.0,62000.0,31.9
December,2025,UNLOADED,IRON ORE,4.0,4.0,359550.0,112530.0,868.45
December,2025,UNLOADED,OTH. LIQ. CARGOES,16.0,82.0,98019.0,42461.0,46.07
December,2025,UNLOADED,OTHER CARGO,2.0,65.0,77733.0,72241.0,42.9
December,2025,UNLOADED,POL PRODUCTS,10.0,82.0,128624.0,136556.0,9.49
December,2025,UNLOADED,TOTAL CEMENT,4.0,12.0,32597.0,32494.0,75.31
December,2025,UNLOADED,TOTAL COAL,17.0,102.0,933608.0,667010.0,-3.69
December,2025,UNLOADED,TOTAL CRUDE,13.0,144.0,1791497.0,1403476.0,-4.13
December,2025,UNLOADED,TOTAL LPG,12.0,100.0,254750.0,255455.0,11.25
January,2026,LOADED,CONTAINER (JSW),10.0,75.0,101080.0,85317.0,6.49
January,2026,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
January,2026,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
January,2026,LOADED,IRON ORE,6.0,13.0,341827.0,258043.0,423.7
January,2026,LOADED,OTH.LIQ.CARGOES,1.0,5.0,18920.0,8010.0,274.08
January,2026,LOADED,OTHER CARGO,0.0,4.0,0.0,422.0,46.3
January,2026,LOADED,PETROCHEMICALS,1.0,41.0,11749.0,18125.0,-87.26
January,2026,LOADED,POL PRODUCTS,18.0,127.0,673364.0,667601.0,12.49
January,2026,LOADED,TOTAL COAL,0.0,6.0,0.0,21500.0,-65.87
January,2026,UNLOADED,CONTAINER (JSW),12.0,130.0,108780.0,112426.0,-1.68
January,2026,UNLOADED,EDIBLE OIL,8.0,72.0,99337.0,71192.0,-7.56
January,2026,UNLOADED,F.R.M. (DRY),0.0,3.0,0.0,0.0,-24.69
January,2026,UNLOADED,FERTILIZER,3.0,19.0,65243.0,55016.0,30.42
January,2026,UNLOADED,IRON ORE,4.0,8.0,294143.0,217250.0,453.09
January,2026,UNLOADED,OTH. LIQ. CARGOES,12.0,97.0,87254.0,81030.0,40.0
January,2026,UNLOADED,OTHER CARGO,5.0,70.0,145959.0,10695.0,95.28
January,2026,UNLOADED,POL PRODUCTS,10.0,94.0,97141.0,119247.0,6.37
January,2026,UNLOADED,TOTAL CEMENT,3.0,14.0,37400.0,16671.0,80.59
January,2026,UNLOADED,TOTAL COAL,9.0,114.0,662649.0,734380.0,-4.38
January,2026,UNLOADED,TOTAL CRUDE,11.0,160.0,1632226.0,1698297.0,-4.1
January,2026,UNLOADED,TOTAL LPG,13.0,112.0,286753.0,240804.0,12.04
February,2026,LOADED,CONTAINER (JSW),7.0,79.0,96738.0,89082.0,6.7
February,2026,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
February,2026,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
February,2026,LOADED,IRON ORE,6.0,25.0,357904.0,534824.0,214.8
February,2026,LOADED,OTH.LIQ.CARGOES,0.0,6.0,0.0,5513.0,213.26
February,2026,LOADED,OTHER CARGO,0.0,4.0,0.0,46.0,45.94
February,2026,LOADED,PETROCHEMICALS,1.0,42.0,5921.0,23571.0,-86.98
February,2026,LOADED,POL PRODUCTS,10.0,142.0,440245.0,640914.0,7.45
February,2026,LOADED,TOTAL COAL,0.0,6.0,0.0,0.0,-65.87
February,2026,UNLOADED,CONTAINER (JSW),12.0,145.0,86193.0,90558.0,-1.89
February,2026,UNLOADED,EDIBLE OIL,8.0,79.0,95380.0,83431.0,-5.63
February,2026,UNLOADED,F.R.M. (DRY),0.0,3.0,26600.0,0.0,21.3
February,2026,UNLOADED,FERTILIZER,3.0,19.0,77662.0,0.0,46.08
February,2026,UNLOADED,IRON ORE,5.0,11.0,274921.0,220000.0,309.45
February,2026,UNLOADED,OTH. LIQ. CARGOES,16.0,110.0,82539.0,68629.0,37.66
February,2026,UNLOADED,OTHER CARGO,6.0,73.0,108841.0,8585.0,130.96
February,2026,UNLOADED,POL PRODUCTS,11.0,105.0,144848.0,138426.0,6.17
February,2026,UNLOADED,TOTAL CEMENT,2.0,17.0,20500.0,46460.0,49.08
February,2026,UNLOADED,TOTAL COAL,14.0,126.0,858026.0,816392.0,-3.32
February,2026,UNLOADED,TOTAL CRUDE,12.0,174.0,1234290.0,1473137.0,-5.19
February,2026,UNLOADED,TOTAL LPG,12.0,123.0,301066.0,229193.0,13.73
March,2026,LOADED,CONTAINER (JSW),7.0,85.0,99790.0,106053.0,5.36
March,2026,LOADED,CRUDE - ISPRL,0.0,0.0,0.0,0.0,0.0
March,2026,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
March,2026,LOADED,IRON ORE,6.0,27.0,319130.0,59808.0,225.44
March,2026,LOADED,OTH.LIQ.CARGOES,1.0,8.0,4673.0,10704.0,148.57
March,2026,LOADED,OTHER CARGO,3.0,5.0,8199.0,4073.0,56.03
March,2026,LOADED,PETROCHEMICALS,0.0,45.0,0.0,24542.0,-87.27
March,2026,LOADED,POL PRODUCTS,16.0,155.0,451206.0,632888.0,3.76
March,2026,LOADED,TOTAL COAL,0.0,6.0,0.0,0.0,-65.87
March,2026,UNLOADED,CONTAINER (JSW),17.0,164.0,116727.0,115480.0,-1.66
March,2026,UNLOADED,EDIBLE OIL,3.0,86.0,53938.0,102561.0,-9.71
March,2026,UNLOADED,F.R.M. (DRY),1.0,3.0,200.0,0.0,21.65
March,2026,UNLOADED,FERTILIZER,1.0,21.0,19679.0,50257.0,36.24
March,2026,UNLOADED,IRON ORE,3.0,15.0,161570.0,220000.0,225.04
March,2026,UNLOADED,OTH. LIQ. CARGOES,6.0,122.0,46076.0,64219.0,31.1
March,2026,UNLOADED,OTHER CARGO,4.0,77.0,156665.0,18638.0,172.02
March,2026,UNLOADED,POL PRODUCTS,6.0,113.0,130922.0,110926.0,7.48
March,2026,UNLOADED,TOTAL CEMENT,3.0,21.0,63205.0,48596.0,45.38
March,2026,UNLOADED,TOTAL COAL,13.0,143.0,946338.0,1028930.0,-3.9
March,2026,UNLOADED,TOTAL CRUDE,13.0,191.0,1446730.0,1768581.0,-6.46
March,2026,UNLOADED,TOTAL LPG,7.0,134.0,142104.0,269780.0,8.02
April,2026,LOADED,CONTAINER (JSW),5.0,9.0,90777.0,78059.0,16.29
April,2026,LOADED,CRUDE - ISPRL,1.0,0.0,276825.0,0.0,0.0
April,2026,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
April,2026,LOADED,IRON ORE,2.0,4.0,119490.0,271766.0,-56.03
April,2026,LOADED,OTH.LIQ.CARGOES,3.0,1.0,36572.0,8022.0,355.9
April,2026,LOADED,OTHER CARGO,2.0,0.0,29000.0,0.0,0.0
April,2026,LOADED,PETROCHEMICALS,0.0,1.0,0.0,11544.0,-100.0
April,2026,LOADED,POL PRODUCTS,22.0,9.0,562016.0,306488.0,83.37
April,2026,LOADED,TOTAL COAL,0.0,0.0,0.0,0.0,0.0
April,2026,UNLOADED,CONTAINER (JSW),12.0,16.0,86106.0,106276.0,-18.98
April,2026,UNLOADED,EDIBLE OIL,8.0,2.0,112501.0,27716.0,305.91
April,2026,UNLOADED,F.R.M. (DRY),0.0,1.0,0.0,15050.0,-100.0
April,2026,UNLOADED,FERTILIZER,4.0,2.0,92923.0,9255.0,904.03
April,2026,UNLOADED,IRON ORE,1.0,0.0,81700.0,0.0,0.0
April,2026,UNLOADED,OTH. LIQ. CARGOES,7.0,9.0,61043.0,42456.0,43.78
April,2026,UNLOADED,OTHER CARGO,3.0,3.0,79397.0,5273.0,1405.73
April,2026,UNLOADED,POL PRODUCTS,6.0,9.0,30180.0,106615.0,-71.69
April,2026,UNLOADED,TOTAL CEMENT,4.0,3.0,24400.0,32181.0,-24.18
April,2026,UNLOADED,TOTAL COAL,11.0,15.0,450448.0,920891.0,-51.09
April,2026,UNLOADED,TOTAL CRUDE,13.0,14.0,1623945.0,1366539.0,18.84
April,2026,UNLOADED,TOTAL LPG,8.0,11.0,183546.0,201876.0,-9.08
May,2026,LOADED,CONTAINER (JSW),6.0,16.0,78144.0,68831.0,15.0
May,2026,LOADED,CRUDE - ISPRL,1.0,0.0,139734.0,0.0,0.0
May,2026,LOADED,FOOD GRAINS,0.0,0.0,0.0,0.0,0.0
May,2026,LOADED,IRON ORE,5.0,8.0,269117.0,171718.0,-12.37
May,2026,LOADED,OTH.LIQ.CARGOES,2.0,1.0,21011.0,0.0,617.81
May,2026,LOADED,OTHER CARGO,2.0,1.0,28672.0,226.0,25418.58
May,2026,LOADED,PETROCHEMICALS,1.0,3.0,11461.0,17783.0,-60.92
May,2026,LOADED,POL PRODUCTS,14.0,21.0,429753.0,470704.0,27.61
May,2026,LOADED,TOTAL COAL,0.0,0.0,0.0,0.0,0.0
May,2026,UNLOADED,CONTAINER (JSW),12.0,31.0,111654.0,139556.0,-19.55
May,2026,UNLOADED,EDIBLE OIL,5.0,9.0,56711.0,82441.0,53.61
May,2026,UNLOADED,F.R.M. (DRY),0.0,1.0,0.0,0.0,-100.0
May,2026,UNLOADED,FERTILIZER,4.0,5.0,97852.0,72172.0,128.86
May,2026,UNLOADED,IRON ORE,4.0,4.0,299289.0,228250.0,66.92
May,2026,UNLOADED,OTH. LIQ. CARGOES,11.0,24.0,46776.0,66726.0,-1.25
May,2026,UNLOADED,OTHER CARGO,4.0,7.0,143232.0,9327.0,1424.86
May,2026,UNLOADED,POL PRODUCTS,6.0,19.0,57725.0,101550.0,-57.77
May,2026,UNLOADED,TOTAL CEMENT,2.0,5.0,41290.0,31050.0,3.89
May,2026,UNLOADED,TOTAL COAL,12.0,28.0,715272.0,846052.0,-34.03
May,2026,UNLOADED,TOTAL CRUDE,16.0,29.0,1397035.0,1288899.0,13.77
May,2026,UNLOADED,TOTAL LPG,7.0,26.0,238181.0,252508.0,-7.19
